# flux_multiplier = 0.880962371631
6.700009107589721680e-04 0.000000000000000000e+00 1.005776824951171875e+02 -2.950919026328862671e+01 2.695744857192039490e-02 2.404144704341888428e-01 2.096310043334960938e+01 5.496590805053710938e+01 2.489101588726043701e-01 9.718442559242248535e-01
6.799995899200439453e-04 0.000000000000000000e+00 9.679350280761718750e+01 -3.954220980757293891e+00 2.710152417421340942e-02 2.410539090633392334e-01 2.096310043334960938e+01 5.752809906005859375e+01 2.475869357585906982e-01 9.692490100860595703e-01
6.900019943714141846e-04 0.000000000000000000e+00 1.002114715576171875e+02 6.907600596125186287e-01 2.710623294115066528e-02 2.404144704341888428e-01 2.193966293334960938e+01 5.745447921752929688e+01 2.590757012367248535e-01 9.665098786354064941e-01
7.000006735324859619e-04 0.000000000000000000e+00 9.593901062011718750e+01 -4.709807572936064446e-01 2.711093984544277191e-02 2.397750318050384521e-01 2.242794418334960938e+01 5.867172622680664062e+01 2.647956013679504395e-01 9.637717604637145996e-01
7.100030779838562012e-04 0.000000000000000000e+00 9.838041687011718750e+01 -4.712649031296572422e-01 2.711565420031547546e-02 2.391355633735656738e-01 2.340450668334960938e+01 5.861968231201171875e+01 2.762773931026458740e-01 9.610345363616943359e-01
7.200017571449279785e-04 0.000000000000000000e+00 1.004556121826171875e+02 -5.102459016393442459e-01 2.712036296725273132e-02 2.384961247444152832e-01 2.389278793334960938e+01 5.979627609252929688e+01 2.819922864437103271e-01 9.582982659339904785e-01
7.300004363059997559e-04 0.000000000000000000e+00 1.016763153076171875e+02 -1.962445685909372795e-01 2.712507359683513641e-02 2.378567010164260864e-01 2.438106918334960938e+01 6.094981384277343750e+01 2.877052128314971924e-01 9.555629491806030273e-01
7.400028407573699951e-04 0.000000000000000000e+00 1.038735809326171875e+02 -1.962866368604073708e-01 2.712507359683513641e-02 2.378567010164260864e-01 2.486935043334960938e+01 6.207877349853515625e+01 2.934671044349670410e-01 9.555629491806030273e-01
7.500015199184417725e-04 0.000000000000000000e+00 1.058267059326171875e+02 -1.130511053154495738e+00 2.712978422641754150e-02 2.372172325849533081e-01 2.535763359069824219e+01 6.318166732788085938e+01 2.991770505905151367e-01 9.528285861015319824e-01
7.600001990795135498e-04 0.000000000000000000e+00 1.072915496826171875e+02 -2.111097317702966158e+00 2.713449671864509583e-02 2.365777939558029175e-01 2.584591293334960938e+01 6.425711059570312500e+01 3.048849701881408691e-01 9.500951170921325684e-01
7.700026035308837891e-04 0.000000000000000000e+00 1.075356903076171875e+02 -5.523191017269134528e-01 2.706481516361236572e-02 2.359383255243301392e-01 2.682247543334960938e+01 6.411486053466796875e+01 3.172193765640258789e-01 9.499666690826416016e-01
7.800012826919555664e-04 0.000000000000000000e+00 1.088784637451171875e+02 -3.352383889129603722e-01 2.706952579319477081e-02 2.352989017963409424e-01 2.731075668334960938e+01 6.513429260253906250e+01 3.229379057884216309e-01 9.472271800041198730e-01
7.899999618530273438e-04 0.000000000000000000e+00 1.111977996826171875e+02 -3.598534879406088405e-01 2.714862674474716187e-02 2.346594631671905518e-01 2.779903793334960938e+01 6.612266540527343750e+01 3.277538418769836426e-01 9.419005513191223145e-01
8.000023663043975830e-04 0.000000000000000000e+00 1.154702606201171875e+02 -3.204122233213024806e-01 2.715334109961986542e-02 2.340199947357177734e-01 2.828731918334960938e+01 6.707872772216796875e+01 3.334528803825378418e-01 9.391708970069885254e-01
8.100010454654693604e-04 0.000000000000000000e+00 1.169351043701171875e+02 -2.780972883567484066e-01 2.715804800391197205e-02 2.333805859088897705e-01 2.926388168334960938e+01 6.686664581298828125e+01 3.449048101902008057e-01 9.364423155784606934e-01
8.199997246265411377e-04 0.000000000000000000e+00 1.165688934326171875e+02 -2.309449250738997150e-01 2.716275863349437714e-02 2.327411025762557983e-01 2.975216293334960938e+01 6.775857543945312500e+01 3.505989015102386475e-01 9.337143898010253906e-01
8.300021290779113770e-04 0.000000000000000000e+00 1.152261199951171875e+02 -1.976313353527038852e-01 2.716275863349437714e-02 2.327411025762557983e-01 3.024044418334960938e+01 6.861518859863281250e+01 3.563528060913085938e-01 9.337143898010253906e-01
8.400008082389831543e-04 0.000000000000000000e+00 1.153481903076171875e+02 -1.616998480432702279e-01 2.717217989265918732e-02 2.314622253179550171e-01 3.121700668334960938e+01 6.834936523437500000e+01 3.677330315113067627e-01 9.282618165016174316e-01
8.500032126903533936e-04 0.000000000000000000e+00 1.198647918701171875e+02 -7.407449614050215514e-02 2.717689238488674164e-02 2.308227568864822388e-01 3.219356918334960938e+01 6.808834075927734375e+01 3.791711032390594482e-01 9.255369305610656738e-01
8.600018918514251709e-04 0.000000000000000000e+00 1.198647918701171875e+02 6.668272178312456555e-02 2.704694680869579315e-02 2.282649874687194824e-01 3.219356918334960938e+01 6.988668060302734375e+01 3.809927999973297119e-01 9.196782708168029785e-01
8.700005710124969482e-04 0.000000000000000000e+00 1.146157684326171875e+02 1.271546069192327766e-01 2.685203589498996735e-02 2.244283109903335571e-01 3.414669418334960938e+01 6.756917572021484375e+01 4.070402681827545166e-01 9.107838869094848633e-01
8.800029754638671875e-04 0.000000000000000000e+00 1.219399871826171875e+02 1.777597332837987376e-01 2.685203589498996735e-02 2.244283109903335571e-01 3.512325668334960938e+01 6.730614471435546875e+01 4.186812341213226318e-01 9.107838869094848633e-01
8.900016546249389648e-04 0.000000000000000000e+00 1.232827606201171875e+02 2.310387472844363521e-01 2.685674652457237244e-02 2.237888574600219727e-01 3.561153793334960938e+01 6.795721435546875000e+01 4.244272410869598389e-01 9.080295562744140625e-01
9.000003337860107422e-04 0.000000000000000000e+00 1.214517059326171875e+02 2.834224079731946233e-01 2.686145529150962830e-02 2.231493890285491943e-01 3.609981918334960938e+01 6.856912231445312500e+01 4.301712512969970703e-01 9.052761197090148926e-01
9.100027382373809814e-04 0.000000000000000000e+00 1.188882293701171875e+02 3.345540732346462542e-01 2.686616778373718262e-02 2.225099802017211914e-01 3.609981918334960938e+01 7.007648468017578125e+01 4.300958216190338135e-01 9.025238156318664551e-01
9.200014173984527588e-04 0.000000000000000000e+00 1.240151824951171875e+02 3.839674642871671595e-01 2.686616778373718262e-02 2.225099802017211914e-01 3.707638168334960938e+01 6.967321777343750000e+01 4.417306482791900635e-01 9.025238156318664551e-01
9.300000965595245361e-04 0.000000000000000000e+00 1.219399871826171875e+02 4.321745775484351904e-01 2.687558904290199280e-02 2.212310880422592163e-01 3.756466293334960938e+01 7.016448211669921875e+01 4.473911821842193604e-01 8.970218896865844727e-01
9.400025010108947754e-04 0.000000000000000000e+00 1.213296356201171875e+02 4.788155020245402627e-01 2.695469185709953308e-02 2.205916196107864380e-01 3.805294418334960938e+01 7.061476135253906250e+01 4.518765509128570557e-01 8.918043375015258789e-01
9.500011801719665527e-04 0.000000000000000000e+00 1.215737762451171875e+02 5.209429757051089460e-01 2.695940248668193817e-02 2.199521511793136597e-01 3.854122543334960938e+01 7.102384948730468750e+01 4.575949013233184814e-01 8.890637159347534180e-01
9.599998593330383301e-04 0.000000000000000000e+00 1.187661590576171875e+02 5.555801351720315306e-01 2.696882002055644989e-02 2.186732888221740723e-01 3.902950668334960938e+01 7.139160156250000000e+01 4.632303416728973389e-01 8.835856914520263672e-01
9.700022637844085693e-04 0.000000000000000000e+00 1.115640106201171875e+02 5.867491458791135317e-01 2.670422755181789398e-02 2.141971737146377563e-01 4.000606918334960938e+01 7.084268188476562500e+01 4.795255661010742188e-01 8.740747570991516113e-01
9.800009429454803467e-04 0.000000000000000000e+00 1.197427215576171875e+02 6.147678606862304607e-01 2.670422755181789398e-02 2.141971737146377563e-01 4.098263168334960938e+01 7.028740692138671875e+01 4.912309646606445312e-01 8.740747570991516113e-01
9.899996221065521240e-04 0.000000000000000000e+00 1.221841278076171875e+02 6.392954517684223958e-01 2.670422755181789398e-02 2.141971737146377563e-01 4.098263168334960938e+01 7.138644409179687500e+01 4.912309646606445312e-01 8.740747570991516113e-01
1.000002026557922363e-03 0.000000000000000000e+00 1.202310028076171875e+02 6.601815567586268862e-01 2.670422755181789398e-02 2.141971737146377563e-01 4.147091293334960938e+01 7.159745788574218750e+01 4.970836639404296875e-01 8.740747570991516113e-01
1.010000705718994141e-03 0.000000000000000000e+00 1.187661590576171875e+02 6.772979286984762703e-01 2.670893631875514984e-02 2.135577201843261719e-01 4.147091293334960938e+01 7.261340332031250000e+01 4.969959855079650879e-01 8.713116645812988281e-01
1.020003110170364380e-03 0.000000000000000000e+00 1.203530731201171875e+02 6.905448819387808301e-01 2.671364694833755493e-02 2.129182815551757812e-01 4.195919418334960938e+01 7.273646545410156250e+01 5.027589797973632812e-01 8.685495853424072266e-01
1.030001789331436157e-03 0.000000000000000000e+00 1.187661590576171875e+02 6.998004016802932270e-01 2.678804285824298859e-02 2.129182815551757812e-01 4.244747543334960938e+01 7.282031250000000000e+01 5.071971416473388672e-01 8.661375641822814941e-01
1.040000468492507935e-03 0.000000000000000000e+00 1.216958465576171875e+02 7.049666935189515815e-01 2.664867788553237915e-02 2.116394042968750000e-01 4.195919418334960938e+01 7.456157684326171875e+01 5.039847493171691895e-01 8.654375672340393066e-01
1.050002872943878174e-03 0.000000000000000000e+00 1.210854949951171875e+02 7.061069512508800772e-01 2.672307007014751434e-02 2.116394042968750000e-01 4.244747543334960938e+01 7.455001831054687500e+01 5.084303021430969238e-01 8.630283474922180176e-01
1.060001552104949951e-03 0.000000000000000000e+00 1.141274871826171875e+02 7.034447230096460002e-01 2.674191258847713470e-02 2.090816050767898560e-01 4.293575668334960938e+01 7.450144958496093750e+01 5.139164924621582031e-01 8.519973158836364746e-01
1.070000231266021729e-03 0.000000000000000000e+00 1.138833465576171875e+02 6.969972358952074565e-01 2.649144828319549561e-02 2.026871293783187866e-01 4.537716293334960938e+01 7.121392822265625000e+01 5.482738614082336426e-01 8.337491154670715332e-01
1.080002635717391968e-03 0.000000000000000000e+00 1.207192840576171875e+02 6.867706417766361593e-01 2.641234546899795532e-02 2.033265829086303711e-01 4.586544418334960938e+01 7.113399505615234375e+01 5.558332800865173340e-01 8.388843536376953125e-01
